,height,width,y,x,cog_y,cog_x,obj,frame
17980,77.0,93.0,240.0,331.0,278.5,377.5,4666,17980
17981,77.0,93.0,240.0,331.0,278.5,377.5,4666,17981
17982,82.0,101.0,255.0,347.0,296.0,397.5,4667,17982
17983,82.0,101.0,255.0,347.0,296.0,397.5,4667,17983
17984,96.0,112.0,270.0,364.0,318.0,420.0,4668,17984
17985,95.0,112.0,271.0,364.0,318.5,420.0,4668,17985
17984,55.0,55.0,17.0,739.0,44.5,766.5,4669,17984
17985,56.0,55.0,16.0,739.0,44.0,766.5,4669,17985
17986,56.0,55.0,16.0,739.0,44.0,766.5,4669,17986
17987,58.0,57.0,15.0,738.0,44.0,766.5,4669,17987
17988,56.0,55.0,16.0,739.0,44.0,766.5,4669,17988
17990,59.0,57.0,14.0,738.0,43.5,766.5,4669,17990
17991,59.0,57.0,14.0,738.0,43.5,766.5,4669,17991
17992,59.0,57.0,14.0,738.0,43.5,766.5,4669,17992
17993,59.0,57.0,14.0,738.0,43.5,766.5,4669,17993
17994,59.0,57.0,13.0,738.0,42.5,766.5,4669,17994
17995,58.0,57.0,14.0,738.0,43.0,766.5,4669,17995
17996,60.0,56.0,13.0,738.0,43.0,766.0,4669,17996
17997,60.0,56.0,13.0,738.0,43.0,766.0,4669,17997
17998,58.0,57.0,14.0,738.0,43.0,766.5,4669,17998
17999,60.0,58.0,13.0,737.0,43.0,766.0,4669,17999
18000,59.0,56.0,14.0,738.0,43.5,766.0,4669,18000
18001,59.0,56.0,14.0,738.0,43.5,766.0,4669,18001
18002,59.0,56.0,14.0,738.0,43.5,766.0,4669,18002
18003,59.0,55.0,14.0,739.0,43.5,766.5,4669,18003
18004,60.0,57.0,13.0,738.0,43.0,766.5,4669,18004
18005,60.0,57.0,13.0,738.0,43.0,766.5,4669,18005
18006,59.0,57.0,14.0,738.0,43.5,766.5,4669,18006
18007,59.0,56.0,14.0,739.0,43.5,767.0,4669,18007
18008,60.0,57.0,13.0,738.0,43.0,766.5,4669,18008
18009,60.0,57.0,13.0,738.0,43.0,766.5,4669,18009
17986,104.0,126.0,287.0,386.0,339.0,449.0,4670,17986
17987,104.0,126.0,287.0,386.0,339.0,449.0,4670,17987
17988,96.0,140.0,306.0,410.0,354.0,480.0,4670,17988
17989,96.0,140.0,306.0,410.0,354.0,480.0,4670,17989
17990,81.0,146.0,324.0,439.0,364.5,512.0,4671,17990
17991,82.0,147.0,323.0,438.0,364.0,511.5,4671,17991
18018,60.0,55.0,13.0,739.0,43.0,766.5,4672,18018
18019,60.0,55.0,13.0,739.0,43.0,766.5,4672,18019
18020,59.0,55.0,14.0,739.0,43.5,766.5,4672,18020
18021,60.0,55.0,14.0,739.0,44.0,766.5,4672,18021
18022,61.0,56.0,13.0,738.0,43.5,766.0,4672,18022
18023,61.0,56.0,13.0,738.0,43.5,766.0,4672,18023
18028,60.0,55.0,14.0,739.0,44.0,766.5,4672,18028
18029,60.0,55.0,14.0,739.0,44.0,766.5,4672,18029
18030,60.0,55.0,14.0,739.0,44.0,766.5,4672,18030
18031,60.0,56.0,14.0,738.0,44.0,766.0,4672,18031
18032,60.0,56.0,14.0,738.0,44.0,766.0,4672,18032
18033,60.0,55.0,14.0,739.0,44.0,766.5,4672,18033
18034,60.0,56.0,14.0,738.0,44.0,766.0,4672,18034
18035,60.0,56.0,14.0,738.0,44.0,766.0,4672,18035
18036,59.0,58.0,14.0,737.0,43.5,766.0,4672,18036
18037,59.0,56.0,14.0,738.0,43.5,766.0,4672,18037
18036,30.0,44.0,171.0,755.0,186.0,777.0,4673,18036
18037,30.0,44.0,171.0,755.0,186.0,777.0,4673,18037
18038,32.0,65.0,164.0,726.0,180.0,758.5,4673,18038
18039,32.0,65.0,164.0,726.0,180.0,758.5,4673,18039
18040,29.0,59.0,158.0,703.0,172.5,732.5,4673,18040
18041,29.0,59.0,158.0,703.0,172.5,732.5,4673,18041
18042,29.0,56.0,152.0,679.0,166.5,707.0,4673,18042
18043,28.0,56.0,152.0,679.0,166.0,707.0,4673,18043
18038,15.0,34.0,140.0,761.0,147.5,778.0,4674,18038
18039,15.0,34.0,140.0,761.0,147.5,778.0,4674,18039
18040,15.0,32.0,141.0,752.0,148.5,768.0,4674,18040
18041,15.0,32.0,141.0,752.0,148.5,768.0,4674,18041
18044,15.0,31.0,144.0,735.0,151.5,750.5,4674,18044
18045,15.0,31.0,144.0,735.0,151.5,750.5,4674,18045
18044,30.0,52.0,145.0,659.0,160.0,685.0,4675,18044
18045,30.0,52.0,145.0,659.0,160.0,685.0,4675,18045
18046,28.0,48.0,140.0,638.0,154.0,662.0,4675,18046
18047,28.0,50.0,140.0,638.0,154.0,663.0,4675,18047
18048,26.0,47.0,137.0,619.0,150.0,642.5,4675,18048
18049,26.0,47.0,137.0,619.0,150.0,642.5,4675,18049
18050,26.0,44.0,132.0,601.0,145.0,623.0,4676,18050
18051,26.0,44.0,132.0,601.0,145.0,623.0,4676,18051
18052,25.0,44.0,128.0,584.0,140.5,606.0,4677,18052
18053,25.0,43.0,128.0,584.0,140.5,605.5,4677,18053
18066,20.0,33.0,105.0,489.0,115.0,505.5,4678,18066
18067,20.0,33.0,105.0,489.0,115.0,505.5,4678,18067
18072,18.0,30.0,98.0,458.0,107.0,473.0,4679,18072
18073,18.0,30.0,98.0,458.0,107.0,473.0,4679,18073
18076,16.0,28.0,94.0,440.0,102.0,454.0,4680,18076
18077,16.0,28.0,94.0,440.0,102.0,454.0,4680,18077
18078,18.0,27.0,91.0,431.0,100.0,444.5,4681,18078
18079,18.0,27.0,91.0,431.0,100.0,444.5,4681,18079
18082,16.0,26.0,88.0,415.0,96.0,428.0,4682,18082
18083,16.0,26.0,88.0,415.0,96.0,428.0,4682,18083
18084,15.0,26.0,87.0,406.0,94.5,419.0,4683,18084
18085,15.0,26.0,87.0,406.0,94.5,419.0,4683,18085
18092,17.0,41.0,168.0,495.0,176.5,515.5,4684,18092
18093,17.0,41.0,168.0,495.0,176.5,515.5,4684,18093
18094,17.0,43.0,168.0,482.0,176.5,503.5,4684,18094
18095,17.0,43.0,168.0,482.0,176.5,503.5,4684,18095
18094,21.0,17.0,69.0,156.0,79.5,164.5,4685,18094
18095,21.0,17.0,69.0,156.0,79.5,164.5,4685,18095
18098,20.0,19.0,72.0,158.0,82.0,167.5,4685,18098
18099,20.0,19.0,72.0,158.0,82.0,167.5,4685,18099
18100,21.0,18.0,72.0,160.0,82.5,169.0,4685,18100
18101,20.0,18.0,73.0,160.0,83.0,169.0,4685,18101
18102,21.0,17.0,74.0,163.0,84.5,171.5,4685,18102
18103,21.0,18.0,74.0,162.0,84.5,171.0,4685,18103
18104,21.0,20.0,75.0,163.0,85.5,173.0,4685,18104
18105,21.0,19.0,75.0,164.0,85.5,173.5,4685,18105
18106,19.0,19.0,78.0,166.0,87.5,175.5,4685,18106
18107,19.0,19.0,78.0,166.0,87.5,175.5,4685,18107
18108,21.0,19.0,77.0,168.0,87.5,177.5,4685,18108
18109,21.0,19.0,77.0,168.0,87.5,177.5,4685,18109
18110,19.0,21.0,80.0,169.0,89.5,179.5,4685,18110
18111,19.0,21.0,80.0,169.0,89.5,179.5,4685,18111
18112,20.0,21.0,80.0,170.0,90.0,180.5,4685,18112
18113,20.0,21.0,80.0,170.0,90.0,180.5,4685,18113
18114,23.0,22.0,79.0,172.0,90.5,183.0,4685,18114
18115,23.0,22.0,79.0,172.0,90.5,183.0,4685,18115
18116,23.0,21.0,81.0,175.0,92.5,185.5,4685,18116
18117,23.0,22.0,81.0,174.0,92.5,185.0,4685,18117
18118,23.0,21.0,82.0,177.0,93.5,187.5,4685,18118
18119,23.0,21.0,82.0,177.0,93.5,187.5,4685,18119
18120,24.0,23.0,83.0,178.0,95.0,189.5,4685,18120
18121,24.0,23.0,83.0,178.0,95.0,189.5,4685,18121
18122,25.0,23.0,83.0,179.0,95.5,190.5,4685,18122
18123,24.0,23.0,84.0,179.0,96.0,190.5,4685,18123
18124,26.0,25.0,85.0,182.0,98.0,194.5,4685,18124
18125,26.0,25.0,85.0,182.0,98.0,194.5,4685,18125
18126,30.0,26.0,83.0,184.0,98.0,197.0,4685,18126
18127,30.0,26.0,83.0,184.0,98.0,197.0,4685,18127
18128,27.0,23.0,88.0,189.0,101.5,200.5,4685,18128
18129,27.0,23.0,88.0,189.0,101.5,200.5,4685,18129
18130,25.0,25.0,92.0,191.0,104.5,203.5,4685,18130
18131,26.0,25.0,91.0,191.0,104.0,203.5,4685,18131
18132,26.0,26.0,92.0,193.0,105.0,206.0,4685,18132
18133,26.0,26.0,92.0,193.0,105.0,206.0,4685,18133
18134,29.0,27.0,93.0,195.0,107.5,208.5,4685,18134
18135,29.0,27.0,93.0,195.0,107.5,208.5,4685,18135
18136,31.0,29.0,93.0,197.0,108.5,211.5,4685,18136
18137,31.0,29.0,93.0,197.0,108.5,211.5,4685,18137
18138,27.0,29.0,99.0,201.0,112.5,215.5,4685,18138
18139,27.0,29.0,99.0,201.0,112.5,215.5,4685,18139
18140,30.0,30.0,99.0,204.0,114.0,219.0,4685,18140
18141,30.0,30.0,99.0,204.0,114.0,219.0,4685,18141
18142,32.0,31.0,101.0,207.0,117.0,222.5,4685,18142
18143,32.0,31.0,101.0,207.0,117.0,222.5,4685,18143
18144,33.0,31.0,103.0,212.0,119.5,227.5,4685,18144
18145,33.0,31.0,103.0,212.0,119.5,227.5,4685,18145
18146,36.0,32.0,104.0,215.0,122.0,231.0,4685,18146
18147,37.0,32.0,103.0,215.0,121.5,231.0,4685,18147
18148,36.0,34.0,106.0,218.0,124.0,235.0,4685,18148
18149,36.0,34.0,106.0,218.0,124.0,235.0,4685,18149
18150,37.0,35.0,109.0,222.0,127.5,239.5,4685,18150
18151,37.0,35.0,109.0,222.0,127.5,239.5,4685,18151
18152,38.0,37.0,111.0,226.0,130.0,244.5,4685,18152
18153,38.0,37.0,111.0,226.0,130.0,244.5,4685,18153
18154,41.0,36.0,114.0,232.0,134.5,250.0,4685,18154
18155,41.0,36.0,114.0,232.0,134.5,250.0,4685,18155
18156,43.0,40.0,116.0,234.0,137.5,254.0,4685,18156
18157,43.0,40.0,116.0,234.0,137.5,254.0,4685,18157
18098,19.0,44.0,169.0,459.0,178.5,481.0,4686,18098
18099,19.0,45.0,169.0,458.0,178.5,480.5,4686,18099
18100,21.0,44.0,169.0,447.0,179.5,469.0,4686,18100
18101,22.0,44.0,168.0,447.0,179.0,469.0,4686,18101
18104,21.0,67.0,173.0,398.0,183.5,431.5,4687,18104
18105,21.0,67.0,173.0,398.0,183.5,431.5,4687,18105
18106,19.0,46.0,175.0,408.0,184.5,431.0,4687,18106
18107,20.0,53.0,175.0,401.0,185.0,427.5,4687,18107
18108,19.0,50.0,176.0,391.0,185.5,416.0,4687,18108
18109,19.0,50.0,176.0,391.0,185.5,416.0,4687,18109
18110,17.0,38.0,178.0,390.0,186.5,409.0,4687,18110
18111,17.0,38.0,178.0,390.0,186.5,409.0,4687,18111
18107,61.0,60.0,11.0,736.0,41.5,766.0,4688,18107
18108,61.0,60.0,11.0,736.0,41.5,766.0,4688,18108
18109,61.0,60.0,11.0,736.0,41.5,766.0,4688,18109
18110,61.0,59.0,11.0,736.0,41.5,765.5,4688,18110
18112,60.0,58.0,12.0,737.0,42.0,766.0,4688,18112
18113,61.0,59.0,11.0,737.0,41.5,766.5,4688,18113
18114,61.0,59.0,11.0,737.0,41.5,766.5,4688,18114
18115,61.0,58.0,11.0,737.0,41.5,766.0,4688,18115
18116,61.0,59.0,11.0,736.0,41.5,765.5,4688,18116
18117,61.0,59.0,11.0,736.0,41.5,765.5,4688,18117
18118,62.0,61.0,10.0,735.0,41.0,765.5,4688,18118
18119,60.0,60.0,11.0,735.0,41.0,765.0,4688,18119
18120,61.0,61.0,10.0,735.0,40.5,765.5,4688,18120
18121,60.0,60.0,11.0,735.0,41.0,765.0,4688,18121
18122,62.0,61.0,10.0,735.0,41.0,765.5,4688,18122
18112,22.0,56.0,186.0,511.0,197.0,539.0,4689,18112
18113,22.0,56.0,186.0,511.0,197.0,539.0,4689,18113
18114,21.0,57.0,188.0,497.0,198.5,525.5,4689,18114
18115,21.0,57.0,188.0,497.0,198.5,525.5,4689,18115
18116,23.0,58.0,190.0,481.0,201.5,510.0,4689,18116
18117,23.0,58.0,190.0,481.0,201.5,510.0,4689,18117
18118,23.0,56.0,192.0,466.0,203.5,494.0,4689,18118
18119,23.0,56.0,192.0,466.0,203.5,494.0,4689,18119
18120,24.0,58.0,194.0,449.0,206.0,478.0,4689,18120
18121,24.0,58.0,194.0,449.0,206.0,478.0,4689,18121
18114,17.0,20.0,93.0,123.0,101.5,133.0,4690,18114
18115,17.0,20.0,93.0,123.0,101.5,133.0,4690,18115
18116,19.0,20.0,93.0,124.0,102.5,134.0,4690,18116
18117,19.0,20.0,93.0,124.0,102.5,134.0,4690,18117
18124,18.0,19.0,100.0,130.0,109.0,139.5,4691,18124
18125,18.0,19.0,100.0,130.0,109.0,139.5,4691,18125
18126,18.0,20.0,101.0,131.0,110.0,141.0,4691,18126
18127,18.0,20.0,101.0,131.0,110.0,141.0,4691,18127
18128,19.0,19.0,102.0,132.0,111.5,141.5,4691,18128
18129,19.0,20.0,102.0,132.0,111.5,142.0,4691,18129
18130,19.0,20.0,103.0,133.0,112.5,143.0,4691,18130
18131,18.0,20.0,104.0,133.0,113.0,143.0,4691,18131
18132,19.0,21.0,105.0,134.0,114.5,144.5,4691,18132
18133,19.0,21.0,105.0,134.0,114.5,144.5,4691,18133
18134,19.0,21.0,107.0,136.0,116.5,146.5,4691,18134
18135,19.0,21.0,107.0,136.0,116.5,146.5,4691,18135
18136,20.0,21.0,108.0,137.0,118.0,147.5,4691,18136
18137,20.0,21.0,108.0,137.0,118.0,147.5,4691,18137
18138,20.0,22.0,110.0,138.0,120.0,149.0,4691,18138
18139,21.0,22.0,109.0,138.0,119.5,149.0,4691,18139
18140,21.0,23.0,111.0,139.0,121.5,150.5,4691,18140
18141,21.0,23.0,111.0,139.0,121.5,150.5,4691,18141
18142,21.0,22.0,113.0,142.0,123.5,153.0,4691,18142
18143,21.0,22.0,112.0,142.0,122.5,153.0,4691,18143
18144,23.0,23.0,113.0,144.0,124.5,155.5,4691,18144
18145,23.0,23.0,113.0,144.0,124.5,155.5,4691,18145
18146,23.0,22.0,116.0,145.0,127.5,156.0,4691,18146
18147,23.0,22.0,116.0,145.0,127.5,156.0,4691,18147
18148,23.0,24.0,119.0,147.0,130.5,159.0,4691,18148
18149,23.0,24.0,119.0,147.0,130.5,159.0,4691,18149
18150,23.0,27.0,121.0,149.0,132.5,162.5,4691,18150
18151,23.0,26.0,121.0,150.0,132.5,163.0,4691,18151
18152,25.0,29.0,121.0,150.0,133.5,164.5,4691,18152
18153,23.0,28.0,123.0,151.0,134.5,165.0,4691,18153
18154,23.0,26.0,126.0,153.0,137.5,166.0,4691,18154
18155,23.0,26.0,126.0,153.0,137.5,166.0,4691,18155
18156,27.0,27.0,126.0,154.0,139.5,167.5,4691,18156
18157,27.0,27.0,126.0,154.0,139.5,167.5,4691,18157
18150,20.0,28.0,208.0,104.0,218.0,118.0,4692,18150
18151,20.0,28.0,208.0,104.0,218.0,118.0,4692,18151
18152,23.0,41.0,207.0,89.0,218.5,109.5,4692,18152
18153,23.0,41.0,207.0,89.0,218.5,109.5,4692,18153
18154,23.0,49.0,208.0,77.0,219.5,101.5,4692,18154
18155,23.0,49.0,208.0,77.0,219.5,101.5,4692,18155
18154,22.0,29.0,241.0,119.0,252.0,133.5,4693,18154
18155,22.0,29.0,241.0,119.0,252.0,133.5,4693,18155
18156,29.0,48.0,238.0,97.0,252.5,121.0,4693,18156
18157,29.0,48.0,238.0,97.0,252.5,121.0,4693,18157
18158,31.0,71.0,240.0,73.0,255.5,108.5,4693,18158
18159,31.0,71.0,240.0,73.0,255.5,108.5,4693,18159
18156,23.0,51.0,210.0,60.0,221.5,85.5,4694,18156
18157,23.0,51.0,210.0,60.0,221.5,85.5,4694,18157
18158,44.0,41.0,119.0,241.0,141.0,261.5,4695,18158
18159,43.0,41.0,120.0,241.0,141.5,261.5,4695,18159
18160,45.0,42.0,122.0,246.0,144.5,267.0,4695,18160
18161,45.0,42.0,122.0,246.0,144.5,267.0,4695,18161
18158,24.0,52.0,210.0,45.0,222.0,71.0,4696,18158
18159,24.0,52.0,210.0,45.0,222.0,71.0,4696,18159
18160,29.0,75.0,243.0,50.0,257.5,87.5,4697,18160
18161,29.0,74.0,243.0,50.0,257.5,87.0,4697,18161
18160,23.0,51.0,212.0,30.0,223.5,55.5,4698,18160
18161,23.0,52.0,212.0,30.0,223.5,56.0,4698,18161
18160,22.0,27.0,137.0,159.0,148.0,172.5,4699,18160
18161,22.0,27.0,137.0,159.0,148.0,172.5,4699,18161
18162,17.0,26.0,145.0,162.0,153.5,175.0,4699,18162
18163,17.0,26.0,145.0,162.0,153.5,175.0,4699,18163
18164,25.0,29.0,140.0,164.0,152.5,178.5,4699,18164
18165,25.0,29.0,140.0,164.0,152.5,178.5,4699,18165
18166,27.0,35.0,141.0,166.0,154.5,183.5,4699,18166
18167,27.0,35.0,141.0,166.0,154.5,183.5,4699,18167
18162,47.0,44.0,125.0,252.0,148.5,274.0,4700,18162
18163,47.0,44.0,125.0,252.0,148.5,274.0,4700,18163
18162,27.0,76.0,247.0,26.0,260.5,64.0,4701,18162
18163,27.0,76.0,247.0,26.0,260.5,64.0,4701,18163
18164,49.0,46.0,129.0,258.0,153.5,281.0,4702,18164
18165,49.0,46.0,129.0,258.0,153.5,281.0,4702,18165
18166,50.0,47.0,134.0,265.0,159.0,288.5,4702,18166
18167,50.0,47.0,134.0,265.0,159.0,288.5,4702,18167
18165,27.0,76.0,250.0,5.0,263.5,43.0,4703,18165
18166,59.0,56.0,14.0,738.0,43.5,766.0,4704,18166
18167,57.0,56.0,15.0,738.0,43.5,766.0,4704,18167
18168,58.0,58.0,14.0,737.0,43.0,766.0,4704,18168
18169,55.0,54.0,17.0,739.0,44.5,766.0,4704,18169
18172,59.0,58.0,14.0,737.0,43.5,766.0,4704,18172
18173,60.0,58.0,13.0,737.0,43.0,766.0,4704,18173
18168,53.0,50.0,137.0,271.0,163.5,296.0,4705,18168
18169,53.0,50.0,137.0,271.0,163.5,296.0,4705,18169
18168,23.0,33.0,148.0,169.0,159.5,185.5,4706,18168
18169,22.0,33.0,149.0,169.0,160.0,185.5,4706,18169
18170,21.0,34.0,155.0,170.0,165.5,187.0,4706,18170
18171,21.0,34.0,155.0,170.0,165.5,187.0,4706,18171
18172,30.0,33.0,151.0,174.0,166.0,190.5,4706,18172
18173,30.0,33.0,151.0,174.0,166.0,190.5,4706,18173
18174,30.0,34.0,155.0,177.0,170.0,194.0,4706,18174
18175,31.0,34.0,155.0,177.0,170.5,194.0,4706,18175
18176,29.0,35.0,163.0,181.0,177.5,198.5,4706,18176
18177,29.0,35.0,163.0,181.0,177.5,198.5,4706,18177
18178,34.0,42.0,164.0,183.0,181.0,204.0,4706,18178
18179,34.0,42.0,164.0,183.0,181.0,204.0,4706,18179
18180,37.0,39.0,166.0,188.0,184.5,207.5,4706,18180
18181,37.0,39.0,166.0,188.0,184.5,207.5,4706,18181
18170,55.0,53.0,141.0,277.0,168.5,303.5,4707,18170
18171,55.0,53.0,141.0,277.0,168.5,303.5,4707,18171
18172,57.0,58.0,145.0,283.0,173.5,312.0,4707,18172
18173,57.0,58.0,145.0,283.0,173.5,312.0,4707,18173
18174,59.0,58.0,152.0,293.0,181.5,322.0,4708,18174
18175,59.0,58.0,152.0,293.0,181.5,322.0,4708,18175
18176,64.0,62.0,156.0,302.0,188.0,333.0,4708,18176
18177,64.0,62.0,156.0,302.0,188.0,333.0,4708,18177
18178,69.0,64.0,160.0,313.0,194.5,345.0,4708,18178
18179,69.0,65.0,160.0,313.0,194.5,345.5,4708,18179
18180,71.0,71.0,167.0,321.0,202.5,356.5,4708,18180
18181,71.0,71.0,167.0,321.0,202.5,356.5,4708,18181
18182,77.0,75.0,173.0,334.0,211.5,371.5,4708,18182
18183,77.0,75.0,173.0,334.0,211.5,371.5,4708,18183
18174,16.0,23.0,81.0,164.0,89.0,175.5,4709,18174
18175,16.0,23.0,81.0,164.0,89.0,175.5,4709,18175
18176,17.0,21.0,81.0,168.0,89.5,178.5,4709,18176
18177,17.0,21.0,81.0,168.0,89.5,178.5,4709,18177
18178,18.0,21.0,81.0,170.0,90.0,180.5,4709,18178
18179,18.0,21.0,81.0,170.0,90.0,180.5,4709,18179
18180,18.0,24.0,82.0,170.0,91.0,182.0,4709,18180
18181,18.0,24.0,82.0,170.0,91.0,182.0,4709,18181
18182,19.0,21.0,84.0,174.0,93.5,184.5,4709,18182
18183,19.0,21.0,84.0,174.0,93.5,184.5,4709,18183
18184,17.0,22.0,87.0,176.0,95.5,187.0,4709,18184
18185,17.0,22.0,87.0,176.0,95.5,187.0,4709,18185
18186,19.0,24.0,87.0,177.0,96.5,189.0,4709,18186
18187,19.0,24.0,87.0,177.0,96.5,189.0,4709,18187
18188,20.0,25.0,88.0,179.0,98.0,191.5,4709,18188
18189,20.0,25.0,88.0,179.0,98.0,191.5,4709,18189
18190,21.0,24.0,89.0,182.0,99.5,194.0,4709,18190
18191,20.0,24.0,89.0,182.0,99.0,194.0,4709,18191
18192,20.0,23.0,92.0,186.0,102.0,197.5,4709,18192
18193,20.0,23.0,92.0,186.0,102.0,197.5,4709,18193
18194,18.0,24.0,95.0,189.0,104.0,201.0,4709,18194
18195,19.0,24.0,94.0,189.0,103.5,201.0,4709,18195
18196,21.0,25.0,95.0,191.0,105.5,203.5,4709,18196
18197,21.0,26.0,95.0,191.0,105.5,204.0,4709,18197
18198,20.0,27.0,98.0,193.0,108.0,206.5,4709,18198
18199,20.0,27.0,98.0,193.0,108.0,206.5,4709,18199
18200,20.0,27.0,100.0,196.0,110.0,209.5,4709,18200
18201,20.0,27.0,100.0,196.0,110.0,209.5,4709,18201
18202,21.0,26.0,102.0,201.0,112.5,214.0,4709,18202
18203,21.0,26.0,102.0,201.0,112.5,214.0,4709,18203
18179,59.0,57.0,14.0,737.0,43.5,765.5,4710,18179
18180,58.0,57.0,15.0,737.0,44.0,765.5,4710,18180
18181,58.0,57.0,15.0,737.0,44.0,765.5,4710,18181
18182,38.0,41.0,171.0,190.0,190.0,210.5,4711,18182
18183,38.0,41.0,171.0,190.0,190.0,210.5,4711,18183
18184,38.0,41.0,177.0,196.0,196.0,216.5,4711,18184
18185,38.0,41.0,177.0,196.0,196.0,216.5,4711,18185
18186,43.0,43.0,180.0,200.0,201.5,221.5,4711,18186
18187,43.0,43.0,180.0,200.0,201.5,221.5,4711,18187
18184,82.0,79.0,181.0,347.0,222.0,386.5,4712,18184
18185,83.0,79.0,180.0,347.0,221.5,386.5,4712,18185
18186,88.0,85.0,187.0,360.0,231.0,402.5,4713,18186
18187,88.0,85.0,187.0,360.0,231.0,402.5,4713,18187
18188,96.0,91.0,195.0,375.0,243.0,420.5,4713,18188
18189,96.0,91.0,195.0,375.0,243.0,420.5,4713,18189
18188,43.0,44.0,187.0,206.0,208.5,228.0,4714,18188
18189,43.0,44.0,187.0,206.0,208.5,228.0,4714,18189
18190,100.0,100.0,208.0,392.0,258.0,442.0,4715,18190
18191,100.0,100.0,208.0,392.0,258.0,442.0,4715,18191
18190,45.0,48.0,193.0,210.0,215.5,234.0,4716,18190
18191,45.0,48.0,193.0,210.0,215.5,234.0,4716,18191
18192,47.0,58.0,200.0,216.0,223.5,245.0,4717,18192
18193,47.0,58.0,200.0,216.0,223.5,245.0,4717,18193
18192,105.0,112.0,222.0,408.0,274.5,464.0,4718,18192
18193,105.0,112.0,222.0,408.0,274.5,464.0,4718,18193
18194,112.0,120.0,236.0,429.0,292.0,489.0,4719,18194
18195,112.0,120.0,236.0,429.0,292.0,489.0,4719,18195
18194,49.0,51.0,207.0,223.0,231.5,248.5,4720,18194
18195,49.0,51.0,207.0,223.0,231.5,248.5,4720,18195
18194,60.0,57.0,14.0,737.0,44.0,765.5,4721,18194
18195,60.0,57.0,14.0,737.0,44.0,765.5,4721,18195
18196,61.0,57.0,13.0,737.0,43.5,765.5,4721,18196
18197,61.0,57.0,13.0,737.0,43.5,765.5,4721,18197
18198,60.0,57.0,14.0,737.0,44.0,765.5,4721,18198
18199,61.0,56.0,13.0,738.0,43.5,766.0,4721,18199
18200,61.0,56.0,13.0,738.0,43.5,766.0,4721,18200
18201,61.0,57.0,13.0,737.0,43.5,765.5,4721,18201
18202,61.0,57.0,13.0,737.0,43.5,765.5,4721,18202
18203,61.0,57.0,13.0,737.0,43.5,765.5,4721,18203
18204,60.0,56.0,14.0,738.0,44.0,766.0,4721,18204
18205,62.0,56.0,12.0,738.0,43.0,766.0,4721,18205
18206,62.0,56.0,12.0,738.0,43.0,766.0,4721,18206
18207,62.0,56.0,12.0,738.0,43.0,766.0,4721,18207
18208,61.0,59.0,12.0,736.0,42.5,765.5,4721,18208
18212,59.0,59.0,14.0,736.0,43.5,765.5,4721,18212
18213,60.0,59.0,13.0,736.0,43.0,765.5,4721,18213
18214,61.0,59.0,12.0,736.0,42.5,765.5,4721,18214
18215,60.0,59.0,13.0,736.0,43.0,765.5,4721,18215
18216,60.0,59.0,13.0,736.0,43.0,765.5,4721,18216
18220,60.0,59.0,13.0,736.0,43.0,765.5,4721,18220
18221,61.0,59.0,12.0,736.0,42.5,765.5,4721,18221
18222,60.0,59.0,13.0,736.0,43.0,765.5,4721,18222
18223,59.0,59.0,14.0,736.0,43.5,765.5,4721,18223
18224,60.0,59.0,13.0,736.0,43.0,765.5,4721,18224
18225,60.0,59.0,13.0,736.0,43.0,765.5,4721,18225
18226,60.0,59.0,13.0,736.0,43.0,765.5,4721,18226
18228,60.0,59.0,13.0,736.0,43.0,765.5,4721,18228
18229,60.0,59.0,13.0,736.0,43.0,765.5,4721,18229
18230,61.0,53.0,12.0,741.0,42.5,767.5,4721,18230
18231,60.0,53.0,13.0,741.0,43.0,767.5,4721,18231
18232,61.0,54.0,12.0,741.0,42.5,768.0,4721,18232
18233,60.0,54.0,13.0,741.0,43.0,768.0,4721,18233
18234,52.0,52.0,19.0,742.0,45.0,768.0,4721,18234
18236,51.0,51.0,19.0,742.0,44.5,767.5,4721,18236
18237,51.0,51.0,19.0,742.0,44.5,767.5,4721,18237
18238,51.0,51.0,19.0,742.0,44.5,767.5,4721,18238
18241,51.0,51.0,20.0,742.0,45.5,767.5,4721,18241
18242,52.0,51.0,19.0,742.0,45.0,767.5,4721,18242
18243,51.0,51.0,20.0,742.0,45.5,767.5,4721,18243
18248,60.0,53.0,13.0,741.0,43.0,767.5,4721,18248
18249,60.0,53.0,13.0,741.0,43.0,767.5,4721,18249
18250,59.0,53.0,14.0,741.0,43.5,767.5,4721,18250
18251,59.0,53.0,14.0,741.0,43.5,767.5,4721,18251
18252,60.0,53.0,13.0,741.0,43.0,767.5,4721,18252
18253,60.0,53.0,13.0,741.0,43.0,767.5,4721,18253
18254,60.0,53.0,13.0,741.0,43.0,767.5,4721,18254
18256,60.0,52.0,13.0,742.0,43.0,768.0,4721,18256
18257,60.0,52.0,13.0,742.0,43.0,768.0,4721,18257
18258,59.0,52.0,14.0,742.0,43.5,768.0,4721,18258
18259,60.0,52.0,13.0,742.0,43.0,768.0,4721,18259
18260,60.0,52.0,13.0,742.0,43.0,768.0,4721,18260
18262,59.0,51.0,14.0,742.0,43.5,767.5,4721,18262
18263,59.0,51.0,14.0,742.0,43.5,767.5,4721,18263
18264,52.0,51.0,19.0,742.0,45.0,767.5,4721,18264
18265,53.0,51.0,19.0,742.0,45.5,767.5,4721,18265
18266,52.0,51.0,19.0,742.0,45.0,767.5,4721,18266
